Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionDelay,OvertimeRisk,FrequentTraveler,LongCommute,ExperienceRatio,TenureRatio,EngagementScore,WellbeingScore,CareerGrowthScore,LoyaltyScore,ManagerStability,SalaryPercentile,IncomePerJobLevel,YoungProfessional,SeniorEmployee,AttritionRiskScore,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,CareerStage_Early Career,CareerStage_Experienced,CareerStage_Mid Career,CareerStage_Senior,IncomeBand_High,IncomeBand_Low,IncomeBand_Medium,IncomeBand_Very High,CommuteBand_Far,CommuteBand_Moderate,CommuteBand_Near,ExperienceBand_Expert,ExperienceBand_Intermediate,ExperienceBand_Junior,ExperienceBand_Senior,EngagementLevel_High,EngagementLevel_Low,EngagementLevel_Medium,EngagementLevel_Very High,WellbeingLevel_High,WellbeingLevel_Low,WellbeingLevel_Medium,WellbeingLevel_Very High,CareerGrowthLevel_Excellent,CareerGrowthLevel_High,CareerGrowthLevel_Low,CareerGrowthLevel_Medium,AttritionRiskLevel_Critical Risk,AttritionRiskLevel_High Risk,AttritionRiskLevel_Low Risk,AttritionRiskLevel_Moderate Risk,LoyaltyLevel_High,LoyaltyLevel_Low,LoyaltyLevel_Medium,LoyaltyLevel_Very High,ManagerStabilityLevel_High,ManagerStabilityLevel_Low,ManagerStabilityLevel_Medium,ManagerStabilityLevel_Very High,ExperienceMaturity_Beginner,ExperienceMaturity_Developing,ExperienceMaturity_Experienced,ExperienceMaturity_Veteran,TenureCommitment_High,TenureCommitment_Low,TenureCommitment_Moderate,TenureCommitment_Very High
1.0901940236181409,1.0494548838312445,-0.8999145224423435,1.064209333982036,-0.6587097500594324,-0.9084364658301766,1.7952820850459525,1.7621889573533582,-0.6479968271994002,2.026752327274747,0.9312891818499833,1.3307629261300484,-0.33712854383170676,-0.43206495008251805,0.24021828341039647,2.61310031407703,2.2614821417371727,-0.6053893510945483,0.33762109125915835,-0.6657058719069946,-0.6253648713435828,-0.36802435883251516,-0.6164064977950603,-0.4621929153737342,-0.6377292251365789,-0.48640832634414105,-0.576041083220914,2.172852840144326,-1.7795729732527978,0.04320868520020478,-0.35839902230594145,1.2284623684648261,-1.7089617371626666,0.0951867502056021,1.421309197737127,1.3135969079892134,-0.5969936214760128,1.872364047517678,-0.6337081451715793,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.634827596376192,-0.5234492887626604,-0.8999145224423435,-1.8553322914367996,0.2602020720875338,1.6941112470887076,0.37356374698936007,-0.9862649071659377,1.1535262668585071,-0.8644084008911711,0.6827417851030926,-1.0837043422612147,-0.33712854383170676,-0.43206495008251805,0.24021828341039647,0.2474298218872014,-1.0726746626292767,-0.6053893510945483,0.33762109125915835,-0.8300707901019612,-0.9056351033176886,-0.05688370751185537,-0.8970468545147626,-0.4621929153737342,-0.6377292251365789,-0.48640832634414105,-0.576041083220914,-0.9792132865124099,-0.031912173570988696,1.0298769261784915,0.3969365507130471,-0.9007919328567721,-0.29844535592055177,-0.5198660972767493,-1.209154924842244,-0.5910873750870843,1.6750597728792982,-0.534084170931272,-1.3925626597718241,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9811931588183676,-0.9920800089649648,-0.7776101796257255,-1.8553322914367996,-1.5776215722063986,-0.6629130966868856,0.37356374698936007,1.7621889573533582,0.25276471982955345,2.3477057786207,0.16770484601314473,0.12352929193441692,-0.8809737668030194,-0.43206495008251805,1.1604029781681362,0.2474298218872014,1.4920613407295304,0.1909617416204281,0.33762109125915835,0.8135783918477043,1.3365267524751574,0.5653975951294642,1.3480759992428557,-0.4621929153737342,-0.6377292251365789,-0.48640832634414105,-0.576041083220914,1.384836308480142,-0.49182291032935954,0.04320868520020478,-1.1137345953249302,0.33152374336598456,-0.29844535592055177,0.7825987562152887,1.5293150093927035,1.797218274423382,-0.5969936214760128,1.872364047517678,-1.0159882389927553,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.307825001976872,-0.45365322405167885,0.44543324854045496,-1.8553322914367996,-0.6587097500594324,-1.252169182630784,0.37356374698936007,-0.9862649071659377,0.25276471982955345,-0.9562015179204555,1.667056237692766,-0.6812931308626707,-1.1528963782886759,-0.43206495008251805,0.24021828341039647,-0.9354054242077128,-0.5597274619575152,-1.4017404438095247,0.33762109125915835,-0.008246199127128446,-0.06482440739537135,-0.679165010153175,0.5061549290837488,-0.4621929153737342,-0.6377292251365789,-0.48640832634414105,-0.576041083220914,-0.05986066623752846,0.9798914472974268,0.04320868520020478,-0.35839902230594145,-1.1113775230973695,1.0415452062594572,0.9996762317972953,-1.5924013532975165,-1.1443528096949611,1.6750597728792982,-0.534084170931272,-1.0159882389927553,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6541905644190477,0.4910863661433924,-0.04378412272601721,2.0373898757883144,1.1791138942345,0.31918037988627823,0.37356374698936007,-0.0701136189928391,0.25276471982955345,-0.18595622912437518,0.7283621242933445,0.12352929193441692,-0.6090511553173631,-0.43206495008251805,-0.6799664113473433,0.2474298218872014,-0.1750170614536942,0.1909617416204281,0.33762109125915835,0.1561187190678381,0.7759862885269458,0.5653975951294642,0.7867952858034511,-0.4621929153737342,1.568063624159353,2.055885859347903,-0.576041083220914,-0.3882008877642719,0.3666771316195993,0.536542806429349,1.152272125998043,-0.7837999382786621,0.5126015632936641,1.1082149695882986,0.3133786136573388,-0.18099718760841205,-0.5969936214760128,-0.534084170931272,0.12514636942866575,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.9808224075775521,0.8799501552474323,-0.8999145224423435,1.064209333982036,-1.5776215722063986,0.9084364658301766,-2.469872929123825,-0.9862649071659377,1.1535262668585071,-0.6621195879530991,1.4390936281414766,0.9283517147315046,-0.6090511553173631,-0.43206495008251805,1.1604029781681362,-0.9354054242077128,-0.816201062293396,0.9873128343354044,-1.0555101484628426,-0.6657058719069946,-0.6253648713435828,-0.05688370751185537,-0.6164064977950603,-0.4621929153737342,1.568063624159353,-0.48640832634414105,-0.576041083220914,-0.7165411092910153,-0.24653718405822858,-0.45012543454893766,-1.8690701706099258,-1.0801796578765401,-0.29844535592055177,0.0951867502056021,-0.6586736912428525,0.6281697068005321,1.6750597728792982,-0.534084170931272,0.12514636942866575,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.5261974828172342,0.07230997787750328,-1.0222188652589617,0.09102879217575739,0.2602020720875338,1.497692551774075,0.37356374698936007,-0.9862649071659377,1.1535262668585071,-0.8214139666854172,1.2296295097862346,-0.6812931308626707,-1.1528963782886759,-0.43206495008251805,-0.6799664113473433,-0.9354054242077128,-1.3291482629651574,-2.198091536524501,-1.0555101484628426,-0.9944357082969277,-1.1859053352917943,-0.679165010153175,-1.177687211234465,-0.4621929153737342,-0.6377292251365789,-0.48640832634414105,-0.576041083220914,-1.767229818176594,0.9798914472974268,0.536542806429349,-0.35839902230594145,-1.1113775230973695,-0.29844535592055177,-1.7137922129777843,-1.0349520028171202,-0.33194665630119347,-0.5969936214760128,1.872364047517678,-1.0159882389927553,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6541905644190477,0.6929964104858747,2.1576940479731075,0.09102879217575739,0.2602020720875338,0.8593317920015183,0.37356374698936007,0.8460376691802596,-1.5487583742283537,0.9192157021345277,-0.3971250242661634,2.135585348927136,-1.1528963782886759,-0.43206495008251805,0.24021828341039647,0.2474298218872014,0.8508773398898287,-1.4017404438095247,0.33762109125915835,0.1561187190678381,0.7759862885269458,-0.679165010153175,-0.8970468545147626,-0.4621929153737342,-0.6377292251365789,2.055885859347903,1.735987291754495,0.8594919540373526,-0.7371086366004906,-0.45012543454893766,0.3969365507130471,0.19113334987225272,-0.5805486321689748,-1.3158168410774393,1.1774251069019535,0.8130277385464474,-0.5969936214760128,-0.534084170931272,0.8897065570710179,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.32718797001972766,-1.7099823888493462,0.567737591357073,-0.8821517496305211,1.1791138942345,0.9084364658301766,0.37356374698936007,-0.0701136189928391,-1.5487583742283537,-0.40952728699429525,-0.4350956114580499,-0.6812931308626707,-0.06520593234605039,-0.43206495008251805,0.24021828341039647,0.2474298218872014,-0.816201062293396,-0.6053893510945483,0.33762109125915835,-0.33697603551706157,-0.06482440739537135,-0.36802435883251516,-0.6164064977950603,-0.4621929153737342,-0.6377292251365789,-0.48640832634414105,-0.576041083220914,-1.1105493751231073,0.9798914472974268,0.04320868520020478,1.152272125998043,0.11313868682017945,0.8652306586041928,-0.5198660972767493,-0.15696927581049552,-0.8547630564517282,-0.5969936214760128,-0.534084170931272,-0.2514280513504032,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0898232723773253,-1.4931160449259393,0.07852022009060083,0.09102879217575739,1.1791138942345,1.5959018994313912,-1.0481545910672325,-0.0701136189928391,1.1535262668585071,-0.16660873373178595,-1.0139732081343564,-0.6812931308626707,-1.1528963782886759,-0.43206495008251805,1.1604029781681362,-0.9354054242077128,-0.6879642621254556,0.1909617416204281,0.33762109125915835,-0.172611117322095,-0.6253648713435828,0.5653975951294642,-0.05512578435565574,-0.4621929153737342,1.568063624159353,-0.48640832634414105,-0.576041083220914,-0.45386893206962065,0.9798914472974268,1.523211045927634,1.152272125998043,-1.150374854623406,0.9710193871973515,0.34844380505127603,0.3447351396218612,-0.1226905258815866,1.6750597728792982,-0.534084170931272,-0.2514280513504032,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
